frame,wheel,cat,drops,level,tf,az
Cannondale System Six,Roval Rapide CLX,Road,692300,27,50:50.0,49:19.5
Cannondale System Six,Shimano C40,Road,582300,27,51:08.0,49:28.0
Cannondale System Six,Shimano C50,Road,585700,28,50:45.5,49:32.0
Cannondale System Six,Shimano C50,Road,585700,28,50:45.5,49:32.0
Cannondale System Six,Shimano C60,Road,589300,27,50:57.0,49:35.5
Cannondale System Six,Zipp 202,Road,646200,27,51:15.0,49:19.0
Cannondale System Six,Zipp 353 NSW,Road,752600,27,50:51.0,49:16.5
Cannondale System Six,Zipp 404,Road,646200,27,50:47.0,49:20.5
Cannondale System Six,Zipp 454,Road,781000,27,50:44.0,49:17.5
Cannondale System Six,Zipp 808,Road,674600,27,50:38.0,49:26.5
Cannondale System Six,Zipp 808/Super9,Road,1572700,35,50:29.0,49:35.5
Cannondale System Six,Zipp 858,Road,809400,37,50:34.0,49:23.5
Cannondale System Six,Zipp 858/Super9,Road,2005800,45,50:27.0,49:34.5
Cannondale System Six,Zwift 32mm Carbon,Road,497000,27,51:20.0,49:24.5
Cannondale System Six,Zwift 50mm Carbon,Road,617700,27,51:07.5,49:25.5
Cannondale System Six,Zwift Buffalo Fahrrad,Road,500200,40,51:25.0,49:31.5
Cannondale System Six,Zwift Classic,Road,532600,27,51:26.0,49:32.5
Cannondale System Six,Zwift Safety,Road,1207000,44,51:20.5,49:24.0
Canyon Aeroad,Bontrager Aeolus5,Road,702900,23,51:02.5,49:16.0
Canyon Aeroad,CADEX 36,Road,789900,26,51:15.0,49:11.5
Canyon Aeroad,CADEX 42,Road,759700,23,51:05.5,49:14.0
Canyon Aeroad,Campagnolo Bora Ultra 35,Road,781000,33,51:22.0,49:13.5
Canyon Aeroad,Campagnolo Bora Ultra 50,Road,795200,27,50:55.5,49:13.5
Canyon Aeroad,DT Swiss ARC 1100 DICUT 62,Road,717100,23,50:47.5,49:12.5
Canyon Aeroad,DT Swiss ARC 1100 DICUT DISC,Road,2112300,42,50:22.0,49:31.0
Canyon Aeroad,ENVE SES 2.2,Road,724200,23,51:21.5,49:13.5
Canyon Aeroad,ENVE SES 3.4,Road,724200,23,50:55.5,49:12.0
Canyon Aeroad,ENVE SES 6.7,Road,724200,25,50:49.5,49:20.0
Canyon Aeroad,ENVE SES 7.8,Road,738400,39,50:37.0,49:16.0
Canyon Aeroad,ENVE SES 8.9,Road,738400,31,50:38.0,49:24.5
Canyon Aeroad,FFWD RYOT55,Road,646200,23,50:55.0,49:12.0
Canyon Aeroad,Giant SLR 0,Road,724300,23,50:58.5,49:12.5
Canyon Aeroad,Lightweight Meilenstein,Road,532500,23,51:08.0,49:04.0
Canyon Aeroad,Mavic Comete Pro Carbon SL UST,Road,674500,23,50:56.0,49:30.5
Canyon Aeroad,Mavic Cosmic CXR60c,Road,674500,23,51:00.0,49:28.5
Canyon Aeroad,Mavic Cosmic Ultimate UST,Road,674500,23,51:02.5,49:26.0
Canyon Aeroad,Novatec R4,Road,628400,24,51:18.0,49:25.0
Canyon Aeroad,Roval Alpinist CLX,Road,667800,32,51:08.5,49:04.0
Canyon Aeroad,Roval CLX64,Road,702900,23,50:51.5,49:20.0
Canyon Aeroad,Roval Rapide CLX,Road,727800,23,50:51.5,49:15.0
Canyon Aeroad,Shimano C40,Road,617800,23,51:09.5,49:23.5
Canyon Aeroad,Shimano C50,Road,621200,28,50:47.0,49:27.5
Canyon Aeroad,Shimano C50,Road,621200,28,50:47.0,49:27.5
Canyon Aeroad,Shimano C60,Road,624800,23,50:58.5,49:31.0
Canyon Aeroad,Zipp 202,Road,681700,23,51:16.5,49:14.5
Canyon Aeroad,Zipp 353 NSW,Road,788100,23,50:52.5,49:12.0
Canyon Aeroad,Zipp 404,Road,681700,23,50:48.5,49:16.0
Canyon Aeroad,Zipp 454,Road,816500,24,50:45.5,49:13.0
Canyon Aeroad,Zipp 808,Road,710100,23,50:39.5,49:22.0
Canyon Aeroad,Zipp 808/Super9,Road,1608200,35,50:30.5,49:31.0
Canyon Aeroad,Zipp 858,Road,844900,37,50:35.5,49:19.0
Canyon Aeroad,Zipp 858/Super9,Road,2041300,45,50:28.5,49:30.0
Canyon Aeroad,Zwift 32mm Carbon,Road,532500,23,51:21.5,49:20.0
Canyon Aeroad,Zwift 50mm Carbon,Road,653200,23,51:09.0,49:21.0
Canyon Aeroad,Zwift Buffalo Fahrrad,Road,535700,40,51:26.5,49:27.0
Canyon Aeroad,Zwift Classic,Road,568100,23,51:27.5,49:28.0
Canyon Aeroad,Zwift Safety,Road,1242500,44,51:22.0,49:19.5
Canyon Aeroad 2021,Bontrager Aeolus5,Road,738400,20,51:02.5,49:17.5
Canyon Aeroad 2021,CADEX 36,Road,825400,26,51:15.0,49:13.0
Canyon Aeroad 2021,CADEX 42,Road,795200,10,51:05.5,49:15.5
Canyon Aeroad 2021,Campagnolo Bora Ultra 35,Road,816500,33,51:22.0,49:15.0
Canyon Aeroad 2021,Campagnolo Bora Ultra 50,Road,830700,27,50:55.5,49:15.0
Canyon Aeroad 2021,DT Swiss ARC 1100 DICUT 62,Road,752600,10,50:47.5,49:14.0
Canyon Aeroad 2021,DT Swiss ARC 1100 DICUT DISC,Road,2147800,42,50:22.0,49:32.5
Canyon Aeroad 2021,ENVE SES 2.2,Road,759700,17,51:21.5,49:15.0
Canyon Aeroad 2021,ENVE SES 3.4,Road,759700,10,50:55.5,49:13.5
Canyon Aeroad 2021,ENVE SES 6.7,Road,759700,25,50:49.5,49:21.5
Canyon Aeroad 2021,ENVE SES 7.8,Road,773900,39,50:37.0,49:17.5
Canyon Aeroad 2021,ENVE SES 8.9,Road,773900,31,50:38.0,49:26.0
Canyon Aeroad 2021,FFWD RYOT55,Road,681700,23,50:55.0,49:13.5
Canyon Aeroad 2021,Giant SLR 0,Road,759800,22,50:58.5,49:14.0
Canyon Aeroad 2021,Lightweight Meilenstein,Road,568000,10,51:08.0,49:05.5
Canyon Aeroad 2021,Mavic Comete Pro Carbon SL UST,Road,710000,23,50:56.0,49:32.0
Canyon Aeroad 2021,Mavic Cosmic CXR60c,Road,710000,16,51:00.0,49:30.0
Canyon Aeroad 2021,Mavic Cosmic Ultimate UST,Road,710000,10,51:02.5,49:27.5
Canyon Aeroad 2021,Novatec R4,Road,663900,24,51:18.0,49:26.5
Canyon Aeroad 2021,Roval Alpinist CLX,Road,703300,32,51:08.5,49:05.5
Canyon Aeroad 2021,Roval CLX64,Road,738400,10,50:51.5,49:21.5
Canyon Aeroad 2021,Roval Rapide CLX,Road,763300,14,50:51.5,49:16.5
Canyon Aeroad 2021,Shimano C40,Road,653300,12,51:09.5,49:25.0
Canyon Aeroad 2021,Shimano C50,Road,656700,28,50:47.0,49:29.0
Canyon Aeroad 2021,Shimano C50,Road,656700,28,50:47.0,49:29.0
Canyon Aeroad 2021,Shimano C60,Road,660300,18,50:58.5,49:32.5
Canyon Aeroad 2021,Zipp 202,Road,717200,11,51:16.5,49:16.0
Canyon Aeroad 2021,Zipp 353 NSW,Road,823600,19,50:52.5,49:13.5
Canyon Aeroad 2021,Zipp 404,Road,717200,15,50:48.5,49:17.5
Canyon Aeroad 2021,Zipp 454,Road,852000,24,50:45.5,49:14.5
Canyon Aeroad 2021,Zipp 808,Road,745600,13,50:39.5,49:23.5
Canyon Aeroad 2021,Zipp 808/Super9,Road,1643700,35,50:30.5,49:32.5
Canyon Aeroad 2021,Zipp 858,Road,880400,37,50:35.5,49:20.5
Canyon Aeroad 2021,Zipp 858/Super9,Road,2076800,45,50:28.5,49:31.5
Canyon Aeroad 2021,Zwift 32mm Carbon,Road,568000,10,51:21.5,49:21.5
Canyon Aeroad 2021,Zwift 50mm Carbon,Road,688700,10,51:09.0,49:22.5
Canyon Aeroad 2021,Zwift Buffalo Fahrrad,Road,571200,40,51:26.5,49:28.5
Canyon Aeroad 2021,Zwift Classic,Road,603600,10,51:27.5,49:29.5
Canyon Aeroad 2021,Zwift Safety,Road,1278000,44,51:22.0,49:21.0
Canyon Speedmax,Bontrager Aeolus5,TT,880400,21,49:39.0,50:08.5
Canyon Speedmax,CADEX 36,TT,967400,26,49:51.5,50:04.0
Canyon Speedmax,CADEX 42,TT,937200,21,49:42.0,50:06.5
Canyon Speedmax,Campagnolo Bora Ultra 35,TT,958500,33,49:58.5,50:06.0
Canyon Speedmax,Campagnolo Bora Ultra 50,TT,972700,27,49:32.0,50:06.0
Canyon Speedmax,DT Swiss ARC 1100 DICUT 62,TT,894600,21,49:24.0,50:05.0
Canyon Speedmax,DT Swiss ARC 1100 DICUT DISC,TT,2289800,42,48:58.5,50:23.5
Canyon Speedmax,ENVE SES 2.2,TT,901700,21,49:58.0,50:06.0
Canyon Speedmax,ENVE SES 3.4,TT,901700,21,49:32.0,50:04.5
Canyon Speedmax,ENVE SES 6.7,TT,901700,25,49:26.0,50:12.5
Canyon Speedmax,ENVE SES 7.8,TT,915900,39,49:13.5,50:08.5
Canyon Speedmax,ENVE SES 8.9,TT,915900,31,49:14.5,50:17.0
Canyon Speedmax,FFWD RYOT55,TT,823700,23,49:31.5,50:04.5
Canyon Speedmax,Giant SLR 0,TT,901800,22,49:35.0,50:05.0
Canyon Speedmax,Lightweight Meilenstein,TT,710000,21,49:44.5,49:56.5
Canyon Speedmax,Mavic Comete Pro Carbon SL UST,TT,852000,23,49:32.5,50:23.0
Canyon Speedmax,Mavic Cosmic CXR60c,TT,852000,21,49:36.5,50:21.0
Canyon Speedmax,Mavic Cosmic Ultimate UST,TT,852000,21,49:39.0,50:18.5
Canyon Speedmax,Novatec R4,TT,805900,24,49:54.5,50:17.5
Canyon Speedmax,Roval Alpinist CLX,TT,845300,32,49:45.0,49:56.5
Canyon Speedmax,Roval CLX64,TT,880400,21,49:28.0,50:12.5
Canyon Speedmax,Roval Rapide CLX,TT,905300,21,49:28.0,50:07.5
Canyon Speedmax,Shimano C40,TT,795300,21,49:46.0,50:16.0
Canyon Speedmax,Shimano C50,TT,798700,28,49:23.5,50:20.0
Canyon Speedmax,Shimano C50,TT,798700,28,49:23.5,50:20.0
Canyon Speedmax,Shimano C60,TT,802300,21,49:35.0,50:23.5
Canyon Speedmax,Zipp 202,TT,859200,21,49:53.0,50:07.0
Canyon Speedmax,Zipp 353 NSW,TT,965600,21,49:29.0,50:04.5
Canyon Speedmax,Zipp 404,TT,859200,21,49:25.0,50:08.5
Canyon Speedmax,Zipp 454,TT,994000,24,49:22.0,50:05.5
Canyon Speedmax,Zipp 808,TT,887600,21,49:16.0,50:14.5
Canyon Speedmax,Zipp 808/Super9,TT,1785700,35,49:07.0,50:23.5
Canyon Speedmax,Zipp 858,TT,1022400,37,49:12.0,50:11.5
Canyon Speedmax,Zipp 858/Super9,TT,2218800,45,49:05.0,50:22.5
Canyon Speedmax,Zwift 32mm Carbon,TT,710000,21,49:58.0,50:12.5
Canyon Speedmax,Zwift 50mm Carbon,TT,830700,21,49:45.5,50:13.5
Canyon Speedmax,Zwift Buffalo Fahrrad,TT,713200,40,50:03.0,50:19.5
Canyon Speedmax,Zwift Classic,TT,745600,21,50:04.0,50:20.5
Canyon Speedmax,Zwift Safety,TT,1420000,44,49:58.5,50:12.0
Canyon Speedmax CF SLX Disc,Bontrager Aeolus5,TT,1061400,26,49:22.0,50:05.0
Canyon Speedmax CF SLX Disc,CADEX 36,TT,1148400,26,49:34.5,50:00.5
Canyon Speedmax CF SLX Disc,CADEX 42,TT,1118200,26,49:25.0,50:03.0
Canyon Speedmax CF SLX Disc,Campagnolo Bora Ultra 35,TT,1139500,33,49:41.5,50:02.5
Canyon Speedmax CF SLX Disc,Campagnolo Bora Ultra 50,TT,1153700,27,49:15.0,50:02.5
Canyon Speedmax CF SLX Disc,DT Swiss ARC 1100 DICUT 62,TT,1075600,26,49:07.0,50:01.5
Canyon Speedmax CF SLX Disc,DT Swiss ARC 1100 DICUT DISC,TT,2470800,42,48:41.5,50:20.0
Canyon Speedmax CF SLX Disc,ENVE SES 2.2,TT,1082700,26,49:41.0,50:02.5
Canyon Speedmax CF SLX Disc,ENVE SES 3.4,TT,1082700,26,49:15.0,50:01.0
Canyon Speedmax CF SLX Disc,ENVE SES 6.7,TT,1082700,26,49:09.0,50:09.0
Canyon Speedmax CF SLX Disc,ENVE SES 7.8,TT,1096900,39,48:56.5,50:05.0
Canyon Speedmax CF SLX Disc,ENVE SES 8.9,TT,1096900,31,48:57.5,50:13.5
Canyon Speedmax CF SLX Disc,FFWD RYOT55,TT,1004700,26,49:14.5,50:01.0
Canyon Speedmax CF SLX Disc,Giant SLR 0,TT,1082800,26,49:18.0,50:01.5
Canyon Speedmax CF SLX Disc,Lightweight Meilenstein,TT,891000,26,49:27.5,49:53.0
Canyon Speedmax CF SLX Disc,Mavic Comete Pro Carbon SL UST,TT,1033000,26,49:15.5,50:19.5
Canyon Speedmax CF SLX Disc,Mavic Cosmic CXR60c,TT,1033000,26,49:19.5,50:17.5
Canyon Speedmax CF SLX Disc,Mavic Cosmic Ultimate UST,TT,1033000,26,49:22.0,50:15.0
Canyon Speedmax CF SLX Disc,Novatec R4,TT,986900,26,49:37.5,50:14.0
Canyon Speedmax CF SLX Disc,Roval Alpinist CLX,TT,1026300,32,49:28.0,49:53.0
Canyon Speedmax CF SLX Disc,Roval CLX64,TT,1061400,26,49:11.0,50:09.0
Canyon Speedmax CF SLX Disc,Roval Rapide CLX,TT,1086300,26,49:11.0,50:04.0
Canyon Speedmax CF SLX Disc,Shimano C40,TT,976300,26,49:29.0,50:12.5
Canyon Speedmax CF SLX Disc,Shimano C50,TT,979700,28,49:06.5,50:16.5
Canyon Speedmax CF SLX Disc,Shimano C50,TT,979700,28,49:06.5,50:16.5
Canyon Speedmax CF SLX Disc,Shimano C60,TT,983300,26,49:18.0,50:20.0
Canyon Speedmax CF SLX Disc,Zipp 202,TT,1040200,26,49:36.0,50:03.5
Canyon Speedmax CF SLX Disc,Zipp 353 NSW,TT,1146600,26,49:12.0,50:01.0
Canyon Speedmax CF SLX Disc,Zipp 404,TT,1040200,26,49:08.0,50:05.0
Canyon Speedmax CF SLX Disc,Zipp 454,TT,1175000,26,49:05.0,50:02.0
Canyon Speedmax CF SLX Disc,Zipp 808,TT,1068600,26,48:59.0,50:11.0
Canyon Speedmax CF SLX Disc,Zipp 808/Super9,TT,1966700,35,48:50.0,50:20.0
Canyon Speedmax CF SLX Disc,Zipp 858,TT,1203400,37,48:55.0,50:08.0
Canyon Speedmax CF SLX Disc,Zipp 858/Super9,TT,2399800,45,48:48.0,50:19.0
Canyon Speedmax CF SLX Disc,Zwift 32mm Carbon,TT,891000,26,49:41.0,50:09.0
Canyon Speedmax CF SLX Disc,Zwift 50mm Carbon,TT,1011700,26,49:28.5,50:10.0
Canyon Speedmax CF SLX Disc,Zwift Buffalo Fahrrad,TT,894200,40,49:46.0,50:16.0
Canyon Speedmax CF SLX Disc,Zwift Classic,TT,926600,26,49:47.0,50:17.0
Canyon Speedmax CF SLX Disc,Zwift Safety,TT,1601000,44,49:41.5,50:08.5
Canyon Ultimate,Bontrager Aeolus5,Road,631900,20,51:14.0,48:56.0
Canyon Ultimate,CADEX 36,Road,718900,26,51:26.5,48:51.5
Canyon Ultimate,CADEX 42,Road,688700,10,51:17.0,48:54.0
Canyon Ultimate,Campagnolo Bora Ultra 35,Road,710000,33,51:33.5,48:53.5
Canyon Ultimate,Campagnolo Bora Ultra 50,Road,724200,27,51:07.0,48:53.5
Canyon Ultimate,DT Swiss ARC 1100 DICUT 62,Road,646100,10,50:59.0,48:52.5
Canyon Ultimate,DT Swiss ARC 1100 DICUT DISC,Road,2041300,42,50:33.5,49:11.0
Canyon Ultimate,ENVE SES 2.2,Road,653200,17,51:33.0,48:53.5
Canyon Ultimate,ENVE SES 3.4,Road,653200,10,51:07.0,48:52.0
Canyon Ultimate,ENVE SES 6.7,Road,653200,25,51:01.0,49:00.0
Canyon Ultimate,ENVE SES 7.8,Road,667400,39,50:48.5,48:56.0
Canyon Ultimate,ENVE SES 8.9,Road,667400,31,50:49.5,49:04.5
Canyon Ultimate,FFWD RYOT55,Road,575200,23,51:06.5,48:52.0
Canyon Ultimate,Giant SLR 0,Road,653300,22,51:10.0,48:52.5
Canyon Ultimate,Lightweight Meilenstein,Road,461500,10,51:19.5,48:44.0
Canyon Ultimate,Mavic Comete Pro Carbon SL UST,Road,603500,23,51:07.5,49:10.5
Canyon Ultimate,Mavic Cosmic CXR60c,Road,603500,16,51:11.5,49:08.5
Canyon Ultimate,Mavic Cosmic Ultimate UST,Road,603500,10,51:14.0,49:06.0
Canyon Ultimate,Novatec R4,Road,557400,24,51:29.5,49:05.0
Canyon Ultimate,Roval Alpinist CLX,Road,596800,32,51:20.0,48:44.0
Canyon Ultimate,Roval CLX64,Road,631900,10,51:03.0,49:00.0
Canyon Ultimate,Roval Rapide CLX,Road,656800,14,51:03.0,48:55.0
Canyon Ultimate,Shimano C40,Road,546800,12,51:21.0,49:03.5
Canyon Ultimate,Shimano C50,Road,550200,28,50:58.5,49:07.5
Canyon Ultimate,Shimano C50,Road,550200,28,50:58.5,49:07.5
Canyon Ultimate,Shimano C60,Road,553800,18,51:10.0,49:11.0
Canyon Ultimate,Zipp 202,Road,610700,11,51:28.0,48:54.5
Canyon Ultimate,Zipp 353 NSW,Road,717100,19,51:04.0,48:52.0
Canyon Ultimate,Zipp 404,Road,610700,15,51:00.0,48:56.0
Canyon Ultimate,Zipp 454,Road,745500,24,50:57.0,48:53.0
Canyon Ultimate,Zipp 808,Road,639100,13,50:51.0,49:02.0
Canyon Ultimate,Zipp 808/Super9,Road,1537200,35,50:42.0,49:11.0
Canyon Ultimate,Zipp 858,Road,773900,37,50:47.0,48:59.0
Canyon Ultimate,Zipp 858/Super9,Road,1970300,45,50:40.0,49:10.0
Canyon Ultimate,Zwift 32mm Carbon,Road,461500,10,51:33.0,49:00.0
Canyon Ultimate,Zwift 50mm Carbon,Road,582200,10,51:20.5,49:01.0
Canyon Ultimate,Zwift Buffalo Fahrrad,Road,464700,40,51:38.0,49:07.0
Canyon Ultimate,Zwift Classic,Road,497100,10,51:39.0,49:08.0
Canyon Ultimate,Zwift Safety,Road,1171500,44,51:33.5,48:59.5
Canyon Ultimate CFR,Bontrager Aeolus5,Road,809400,20,51:13.0,48:51.0
Canyon Ultimate CFR,CADEX 36,Road,896400,26,51:25.5,48:46.5
Canyon Ultimate CFR,CADEX 42,Road,866200,19,51:16.0,48:49.0
Canyon Ultimate CFR,Campagnolo Bora Ultra 35,Road,887500,33,51:32.5,48:48.5
Canyon Ultimate CFR,Campagnolo Bora Ultra 50,Road,901700,27,51:06.0,48:48.5
Canyon Ultimate CFR,DT Swiss ARC 1100 DICUT 62,Road,823600,19,50:58.0,48:47.5
Canyon Ultimate CFR,DT Swiss ARC 1100 DICUT DISC,Road,2218800,42,50:32.5,49:06.0
Canyon Ultimate CFR,ENVE SES 2.2,Road,830700,19,51:32.0,48:48.5
Canyon Ultimate CFR,ENVE SES 3.4,Road,830700,19,51:06.0,48:47.0
Canyon Ultimate CFR,ENVE SES 6.7,Road,830700,25,51:00.0,48:55.0
Canyon Ultimate CFR,ENVE SES 7.8,Road,844900,39,50:47.5,48:51.0
Canyon Ultimate CFR,ENVE SES 8.9,Road,844900,31,50:48.5,48:59.5
Canyon Ultimate CFR,FFWD RYOT55,Road,752700,23,51:05.5,48:47.0
Canyon Ultimate CFR,Giant SLR 0,Road,830800,22,51:09.0,48:47.5
Canyon Ultimate CFR,Lightweight Meilenstein,Road,639000,19,51:18.5,48:39.0
Canyon Ultimate CFR,Mavic Comete Pro Carbon SL UST,Road,781000,23,51:06.5,49:05.5
Canyon Ultimate CFR,Mavic Cosmic CXR60c,Road,781000,19,51:10.5,49:03.5
Canyon Ultimate CFR,Mavic Cosmic Ultimate UST,Road,781000,19,51:13.0,49:01.0
Canyon Ultimate CFR,Novatec R4,Road,734900,24,51:28.5,49:00.0
Canyon Ultimate CFR,Roval Alpinist CLX,Road,774300,32,51:19.0,48:39.0
Canyon Ultimate CFR,Roval CLX64,Road,809400,19,51:02.0,48:55.0
Canyon Ultimate CFR,Roval Rapide CLX,Road,834300,19,51:02.0,48:50.0
Canyon Ultimate CFR,Shimano C40,Road,724300,19,51:20.0,48:58.5
Canyon Ultimate CFR,Shimano C50,Road,727700,28,50:57.5,49:02.5
Canyon Ultimate CFR,Shimano C50,Road,727700,28,50:57.5,49:02.5
Canyon Ultimate CFR,Shimano C60,Road,731300,19,51:09.0,49:06.0
Canyon Ultimate CFR,Zipp 202,Road,788200,19,51:27.0,48:49.5
Canyon Ultimate CFR,Zipp 353 NSW,Road,894600,19,51:03.0,48:47.0
Canyon Ultimate CFR,Zipp 404,Road,788200,19,50:59.0,48:51.0
Canyon Ultimate CFR,Zipp 454,Road,923000,24,50:56.0,48:48.0
Canyon Ultimate CFR,Zipp 808,Road,816600,19,50:50.0,48:57.0
Canyon Ultimate CFR,Zipp 808/Super9,Road,1714700,35,50:41.0,49:06.0
Canyon Ultimate CFR,Zipp 858,Road,951400,37,50:46.0,48:54.0
Canyon Ultimate CFR,Zipp 858/Super9,Road,2147800,45,50:39.0,49:05.0
Canyon Ultimate CFR,Zwift 32mm Carbon,Road,639000,19,51:32.0,48:55.0
Canyon Ultimate CFR,Zwift 50mm Carbon,Road,759700,19,51:19.5,48:56.0
Canyon Ultimate CFR,Zwift Buffalo Fahrrad,Road,642200,40,51:37.0,49:02.0
Canyon Ultimate CFR,Zwift Classic,Road,674600,19,51:38.0,49:03.0
Canyon Ultimate CFR,Zwift Safety,Road,1349000,44,51:32.5,48:54.5
Cervelo P5,Bontrager Aeolus5,TT,880400,20,49:32.0,49:59.5
Cervelo P5,CADEX 36,TT,967400,26,49:44.5,49:55.0
Cervelo P5,CADEX 42,TT,937200,15,49:35.0,49:57.5
Cervelo P5,Campagnolo Bora Ultra 35,TT,958500,33,49:51.5,49:57.0
Cervelo P5,Campagnolo Bora Ultra 50,TT,972700,27,49:25.0,49:57.0
Cervelo P5,DT Swiss ARC 1100 DICUT 62,TT,894600,15,49:17.0,49:56.0
Cervelo P5,DT Swiss ARC 1100 DICUT DISC,TT,2289800,42,48:51.5,50:14.5
Cervelo P5,ENVE SES 2.2,TT,901700,17,49:51.0,49:57.0
Cervelo P5,ENVE SES 3.4,TT,901700,15,49:25.0,49:55.5
Cervelo P5,ENVE SES 6.7,TT,901700,25,49:19.0,50:03.5
Cervelo P5,ENVE SES 7.8,TT,915900,39,49:06.5,49:59.5
Cervelo P5,ENVE SES 8.9,TT,915900,31,49:07.5,50:08.0
Cervelo P5,FFWD RYOT55,TT,823700,23,49:24.5,49:55.5
Cervelo P5,Giant SLR 0,TT,901800,22,49:28.0,49:56.0
Cervelo P5,Lightweight Meilenstein,TT,710000,15,49:37.5,49:47.5
Cervelo P5,Mavic Comete Pro Carbon SL UST,TT,852000,23,49:25.5,50:14.0
Cervelo P5,Mavic Cosmic CXR60c,TT,852000,16,49:29.5,50:12.0
Cervelo P5,Mavic Cosmic Ultimate UST,TT,852000,15,49:32.0,50:09.5
Cervelo P5,Novatec R4,TT,805900,24,49:47.5,50:08.5
Cervelo P5,Roval Alpinist CLX,TT,845300,32,49:38.0,49:47.5
Cervelo P5,Roval CLX64,TT,880400,15,49:21.0,50:03.5
Cervelo P5,Roval Rapide CLX,TT,905300,15,49:21.0,49:58.5
Cervelo P5,Shimano C40,TT,795300,15,49:39.0,50:07.0
Cervelo P5,Shimano C50,TT,798700,28,49:16.5,50:11.0
Cervelo P5,Shimano C50,TT,798700,28,49:16.5,50:11.0
Cervelo P5,Shimano C60,TT,802300,18,49:28.0,50:14.5
Cervelo P5,Zipp 202,TT,859200,15,49:46.0,49:58.0
Cervelo P5,Zipp 353 NSW,TT,965600,19,49:22.0,49:55.5
Cervelo P5,Zipp 404,TT,859200,15,49:18.0,49:59.5
Cervelo P5,Zipp 454,TT,994000,24,49:15.0,49:56.5
Cervelo P5,Zipp 808,TT,887600,15,49:09.0,50:05.5
Cervelo P5,Zipp 808/Super9,TT,1785700,35,49:00.0,50:14.5
Cervelo P5,Zipp 858,TT,1022400,37,49:05.0,50:02.5
Cervelo P5,Zipp 858/Super9,TT,2218800,45,48:58.0,50:13.5
Cervelo P5,Zwift 32mm Carbon,TT,710000,15,49:51.0,50:03.5
Cervelo P5,Zwift 50mm Carbon,TT,830700,15,49:38.5,50:04.5
Cervelo P5,Zwift Buffalo Fahrrad,TT,713200,40,49:56.0,50:10.5
Cervelo P5,Zwift Classic,TT,745600,15,49:57.0,50:11.5
Cervelo P5,Zwift Safety,TT,1420000,44,49:51.5,50:03.0
Cervelo PX-Series,Bontrager Aeolus5,TT,1235400,45,49:25.5,50:06.0
Cervelo PX-Series,CADEX 36,TT,1322400,45,49:38.0,50:01.5
Cervelo PX-Series,CADEX 42,TT,1292200,45,49:28.5,50:04.0
Cervelo PX-Series,Campagnolo Bora Ultra 35,TT,1313500,45,49:45.0,50:03.5
Cervelo PX-Series,Campagnolo Bora Ultra 50,TT,1327700,45,49:18.5,50:03.5
Cervelo PX-Series,DT Swiss ARC 1100 DICUT 62,TT,1249600,45,49:10.5,50:02.5
Cervelo PX-Series,DT Swiss ARC 1100 DICUT DISC,TT,2644800,45,48:45.0,50:21.0
Cervelo PX-Series,ENVE SES 2.2,TT,1256700,45,49:44.5,50:03.5
Cervelo PX-Series,ENVE SES 3.4,TT,1256700,45,49:18.5,50:02.0
Cervelo PX-Series,ENVE SES 6.7,TT,1256700,45,49:12.5,50:10.0
Cervelo PX-Series,ENVE SES 7.8,TT,1270900,45,49:00.0,50:06.0
Cervelo PX-Series,ENVE SES 8.9,TT,1270900,45,49:01.0,50:14.5
Cervelo PX-Series,FFWD RYOT55,TT,1178700,45,49:18.0,50:02.0
Cervelo PX-Series,Giant SLR 0,TT,1256800,45,49:21.5,50:02.5
Cervelo PX-Series,Lightweight Meilenstein,TT,1065000,45,49:31.0,49:54.0
Cervelo PX-Series,Mavic Comete Pro Carbon SL UST,TT,1207000,45,49:19.0,50:20.5
Cervelo PX-Series,Mavic Cosmic CXR60c,TT,1207000,45,49:23.0,50:18.5
Cervelo PX-Series,Mavic Cosmic Ultimate UST,TT,1207000,45,49:25.5,50:16.0
Cervelo PX-Series,Novatec R4,TT,1160900,45,49:41.0,50:15.0
Cervelo PX-Series,Roval Alpinist CLX,TT,1200300,45,49:31.5,49:54.0
Cervelo PX-Series,Roval CLX64,TT,1235400,45,49:14.5,50:10.0
Cervelo PX-Series,Roval Rapide CLX,TT,1260300,45,49:14.5,50:05.0
Cervelo PX-Series,Shimano C40,TT,1150300,45,49:32.5,50:13.5
Cervelo PX-Series,Shimano C50,TT,1153700,45,49:10.0,50:17.5
Cervelo PX-Series,Shimano C50,TT,1153700,45,49:10.0,50:17.5
Cervelo PX-Series,Shimano C60,TT,1157300,45,49:21.5,50:21.0
Cervelo PX-Series,Zipp 202,TT,1214200,45,49:39.5,50:04.5
Cervelo PX-Series,Zipp 353 NSW,TT,1320600,45,49:15.5,50:02.0
Cervelo PX-Series,Zipp 404,TT,1214200,45,49:11.5,50:06.0
Cervelo PX-Series,Zipp 454,TT,1349000,45,49:08.5,50:03.0
Cervelo PX-Series,Zipp 808,TT,1242600,45,49:02.5,50:12.0
Cervelo PX-Series,Zipp 808/Super9,TT,2140700,45,48:53.5,50:21.0
Cervelo PX-Series,Zipp 858,TT,1377400,45,48:58.5,50:09.0
Cervelo PX-Series,Zipp 858/Super9,TT,2573800,45,48:51.5,50:20.0
Cervelo PX-Series,Zwift 32mm Carbon,TT,1065000,45,49:44.5,50:10.0
Cervelo PX-Series,Zwift 50mm Carbon,TT,1185700,45,49:32.0,50:11.0
